,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Politeness,Text
2425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,This looks like a bug to me. Have you asked for help on [Google's forum](http://www.google.com/support/forum/p/Calendar?hl=en&utm_source=HC&utm_medium=leftnav&utm_campaign=calendar)?
2426,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,"I tend to prefer amsmath `\begin{equation*}` over `\[`, because it feels more semantic and makes the source more human-readable. But I really don't know, is there any difference between these two?"
2427,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"This question isn't really on topic, in my view. It also might induce a holy war, along the lines of ""vi or emacs?"""
2428,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,pdfTeX does not alter images. Perhaps post the problematic file somewhere we can get at?
2429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"The link you gave isn't a repository, but a page with links to the repositories for various fedora versions. Did you try those links, or did you somehow try to use the link you gave as though it was the repository?"
2430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"This isn't a question about LaTeX or friends, but about installing texlive. Perhaps move it to super user?"
2431,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,"I'm also a bit lost. Do you mean the concept of `\institute` as a macro, or simply where to include it in the title data to get it to print?"
2432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"This is a rant why you do not want to use LaTeX, not a question. So, what exactly is your question?"
2433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Hyphenation in English is a pain (and worth a PhD thesis or two) but I remember learning the Castillian hyphenation rules in school as a child, so it would seem to be much simpler (unless I'm missing something, of course).  Is hyphenation in Asturian all that different from Castillian?"
2434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,That code works for me. Does it work for you if you just use that in an otherwise empty document?
2435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,According to google this is likly to be a bug in your TeX distribution. What operating system and TeX distribution are you using?
2436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Done. Do you specifically want small numbers inside the big number, or just shading?"
2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"Yes, this is infuriating...  Prevents me making a single command for Big-Oh notation that can handle both simple and tall formulae.  How on earth was this overlooked???"
2438,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"I have read (on http://www.mathjax.org/docs/1.1/installation.html) that Firefox's same-origin policy might slow the loading of `mathjax`. 

Does anyone know how I might install `mathjax` locally on my windows XP machine?"
2439,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,I am curious why you want to do it in *TeX. What is missing in the various other solutions that use an external language?
2440,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,"Unicode contains only four double-struck Greek letters: ℽℼℾℿ (γπΓΠ), and since the Unicode repertoire is quite comprehensive (and much larger than the Comprehensive Symbols List), I'd conjecture that this character is very uncommon. Could you give an example where this character is used?"
2441,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,I think we need a bit more context here. Exactly what type of graph do you want?
2442,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"If you do it once, you can keep using it again, and again, and again... In any case, ""looks great"" is really a subjective thing. Can you be more clear on what you actually want?"
2443,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"This sounds like a job for the listings package, really. Could you post an example of your code?"
2444,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,The size of the summation sign might differ depending on your math font. Do you mean the computer modern \sum?
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hmmm. off topic?
2446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Your image link is broken. Can you try to find new image and link to that?
2447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"It looks like you're looking for free as in 'free beer', not free as in 'free speech'.  Is this correct?"
2448,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,It sounds (no pun intended) like you are looking for some sort of shock sensor (accelerometer) to detect the impact of the kick.  The problem that I see here is how do you limit the impact detection to just the kick event and not detect the impact of the foot/boot on the ground?
2449,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,This is a fun question.  What kind of device are you hacking?
2450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I have no idea what to tag this. Ideas?
2451,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,"It really depends on the specs and the quantities of your PCB. Can you let us know the approximate size of the PCB, the quantity you want, how many layers, and if there are any other unusual requirements?"
2452,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,I once saw someone touch the (house)radiator to discharge before working inside a PC. Does that really help?
2453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"It looks like you will have the device powered for most of the time that you have valid data. Isn't a battery backup-ed SRAM more appropriate than an EEPROM (or better, Flash) then?"
2454,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,You never said *why* you want to do this. What's the problem with the current setup?
2455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nice project. Got any videos or pictures of the output?
2456,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,I think this is off topic but I'm not 100%. Any thoughts?
2457,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Brownout (or, conversely, surges) could be possibilities, but you'd need to take some measurements before an EE can really make any comments.   Do you have a logging DMM?"
2458,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Okay, I have built a radar system before, I need one major thing, that I am not sure if you intended to answer. Do you plan to do this at a single frequency?"
2459,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,you need to clarify the question.  Are you talking about generating a DC voltage from the PWM?
2460,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,"If the period register is 0, it probably never matches and so it never triggers the interrupt.  With PR2 line uncommented, can you trigger on a breakpoint set inside the interrupt routine?"
2461,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,"@Russell - 30 pages is a lot, and I guess it will have some noise in it too. Can't you just post the gist of it here?"
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"TSOP is a series of IR receivers by [Vishay](http://www.vishay.com/ir-receiver-modules/), here it doesn't mean ""thin small outline package"" or something like that. Right, gomek?"
2463,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Some prof once told me that 1N400x's are all made the same, just graded differently based on how they turn out.  Not sure how much I believe that, but if you look at [some datasheets](http://www.diodes.com/datasheets/ds28002.pdf) all specified parameters are the same except Vr and only two different capacitances (maybe they just make 1N4004 and 7's?)"
2464,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,"I know, but your question implied that you have conductive tape and want to know if it is conductive. Another good question might be, Is there a conductive tape product and then have details in the question about what you need specifically?"
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,You are wasting a lot of power in the 150 ohm resistors.  What is the 555 for?
2466,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,Your question reads as if you've already found a solution. What is the problem?
2467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"I recommend the [$0.5M 1THz Agilent VNA](http://cp.literature.agilent.com/litweb/pdf/5989-7620EN.pdf). £1~$1070, right? :D"
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,A DVT is tailored to a design. What is the design?
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"@AndrejaKo -  Electrical **fields** are 3 dimensional, yes. But a 3D **wave form**?"
2470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The edit might make the question more relevant to more people. Maybe or maybe not?
2471,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,"You need to specify a jurisdiction (at least a country, ideally a state and town) when asking if something is illegal. Otherwise how can we give the correct answer?"
2472,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,AFAIK you'll need to loosen your spokes to get one in there. So maybe it shows you have a spoke wrench?
2473,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"I've created another question to track the single-speed portion of the question. http://bicycles.stackexchange.com/questions/1983/ Here we can talk about ""why no freewheel?"""
2474,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"@Curtismchale - To clarify, I think this question has two parts, one asking for an inexpensive heart-rate monitor, the the other asking about wrist-vs-chest mount units.  @David, is this correct?"
2475,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Never needed to coat the inside of a frame, WD40 is useful to get any water out. I suppose car wax could work?"
2476,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"While it is possible to weld frames together - witness [this tall-bike frame](http://www.flickr.com/photos/neilfein/4653212878/in/set-72157624042376181) - I'm going to guess that the stresses on a tandem would require some rather heavy reinforcement, making for an extremely heavy tandem frame. Can someone confirm or deny this?"
2477,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"We already have a related (not a duplicate) question: [http://bicycles.stackexchange.com/q/1055/8](http://bicycles.stackexchange.com/questions/1055/which-states-or-countries-have-stop-sign-as-yield-laws-for-bicyclists-idaho-stop), but we never got a good summary of locations where the Idaho Stop was implemented--unless it's really only Idaho that has this law. Maybe make this a question asking how the law has worked out in these locations?"
2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bumpity bump. Anyone else have any thoughts on this?
2479,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"That's four times the capacity of the one you posted a link to, and would be almust five pounds of water on your back. Best of luck finding one, but maybe you should focus on one that's easy to refill instead?"
2480,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"This question is a forum-style post, looking to start a discussion and not ask a specific question. Can yo be more specific about what you need to know about patch kits, or indicate what problem you're looking to solve?"
2481,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,"@Mac: I'd be interested in hearing more about that situation. Can you post it as a question, for us to solve the incompatibility?"
2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Also, that photo isn't showing up for me. Can anyone else see it?"
2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"In the bike lane, obviously. What're they gonna do?"
2484,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"On Linux, you pass the --disabled-password flag to adduser. Maybe OS X has something similar in its command line repertoire?"
2485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,don't do that. why would you do that?
2486,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"Since you are using a process supervisor, you should not need pid files. Can you configure apache2 and postgres not to create them?"
2487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,It's not clear what you mean by 'Printing(saving)'.  Where do you want the command saved to?
2488,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,I think the default behavior conforms to your requirement. What completion options have you set?
2489,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,"I was somewhat confused, but after a while thinking I agree that although requiring the same answer, the question is different. Is there somewhere a guideline to this?"
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,looks like problem with xorg or video driver. does it happen outside of the terminal?
2491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,It sounds like you're trying to dump LiveCD images for various distributions onto a USB drive and then be able to boot them.  Is this correct?
2492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"Will you have enough RAM to run the system off RAM (i.e. you can load a big compressed archive at boot time), or must it run from the flash card?"
2493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,Looks pretty much like python problem.  Why don't you post this to yum bugtracker?
2494,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,"It looks like each user has a single screen session. I'm not familiar with byobu, why do you think there are five screen sessions?"
2495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,`ps -ef` shows all foreground processes for me. Which OS are you running on?
2496,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"For those of us who aren't specifically familiar with `sendmail`, it might help if you post a more complete set of log lines, and describe exactly what details you're paying attention to when you do this manually.  For example, in the line you've posted, is `p937blksdh3` the message-id?"
2497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"That is an interesting problem, but would be time consuming and costly to determine every possible result.  Why not create a buffer?"
2498,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Scalebars usually measure distance, but a swimming pool might be a volume or an area.  Or do you mean the length of a swimming pool?"
2499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Do you have a specific geodatabase in mind or are you looking for general material. Same for Python: Are you looking for ESRI specific material or more general?
2500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"For me, there's a fairly large gap between 'a web map' and a 'web-based GIS': a simple map with layer control and panning is great for many applications, but doing analysis through the web is a different scope which many web maps don't attempt to solve. Are you interested in doing analysis or primarily display?"
2501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Also, you say you are looking for a tool but it sounds like you are looking for an image format. Do you have a list of allowable formats?"
2502,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,"I suspect that `'apt-get install libpq-dev` didn't work properly, as the 9.04 distro is no longer supported (too old). Can you run the `pg_config` command?"
2503,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"Since each polygon would overlay a polygon of the exact same shape, you really won't glean any benefit (that I can think of) from having multiple shapes. Are you doing this for something other than symbolizing features on a map?"
2504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Is there an explicit reason you can not simulate data yourself (i.e. why you can not make your own gold standard and see how changing reference systems impacts this)?
2505,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,i cant see that map service. I assume its dynamic and not cached?
2506,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,I'd be surprised if the network is slowing you down that much...try those commands in the python window in ArcMap. Are they still slow?
2507,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"You can't create a geodatabase in ArcMap, unless you are referring to the ArcCatalog window inside of ArcMap.  Did you mean a 9.3 version of an .MXD file?"
2508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,It looks like it may be an artifact of JPEG compression.  Does the same problem occur with lossless formats such as TIFF or PNG24?
2509,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Could you specify 'earliest possible records'. 1950, 1900, 1500, ...?"
2510,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"We probably need to see your code or at least get some more information on what is not working. If you are trying to overlay onto google maps, is your wfs layer in spherical mercator projection?"
2511,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,"you have not provider the 11,21,31 code for that line. Can you provide dxf file so I can get a better look at it?"
2512,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,I presume you have no access to the ESRI REST server / cannot make changes. Do you have rights to download and modify the data?
2513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"The water.mapcalc file should be rather straightforward. However, probably the white space in the directory name causes troubles?"
2514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"All, I have some ideas for Palm Springs meetup locations (just by looking on Yelp). Should I start a question in main or meta, add my locations as answers so people can vote and also add their ideas for meetup locations?"
2515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Are you open to programmatic solutions (e.g. custom renderers), or solely OOTB methods?"
2516,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"This sounds a bit ambitious for using the Google Maps API. At the very least, you're probably going to need a back-end server to run this -- what are you using?"
2517,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,"Your scanned images provide northing and depth (and, somewhat mysteriously, easting), so you have all the coordinates you need.  What exactly is the obstacle then?"
2518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This should possibly be a comment/clarification to original question.  Can they be merged?
2519,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,@badp I've noticed you often use acronyms that I either need to look up or someone has to have you define for them.  Maybe you could consider typing things out instead?
2520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not familiar with this game. Should this be tagged as a cheat?
2521,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"I don't think the name's gonna help much since whatever I've played is going to be the Dutch translation. The cow shooting part had something to do with counting though, right?"
2522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,@I Never Finish Anythi madness would be great Fun. How do I get infested by madness?
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,There used to be a Flash version made by Sega themselves. Where did that go?
2524,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,"While this doesn't ring a bell, I find the second paragraph of this question very confusing. Perhaps you could make it a bit clearer?"
2525,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,"Polls are discouraged. We are after questions that can be answered, like ""How do I reach the last star on Super Mario 23?"""
2526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"For the record, there are about a bazillion ""big gears"" in Limbo.   Next time include a screenshot perhaps?"
2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"These are the SC1 hotkeys, but it is tagged and titled with SC2. Which one is the mistake?"
2528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,I'm not clear on something.  Is this taking place _before_ or _after_ the hatches are open?
2529,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"You might want to add some comments on what you mean by early game as this term is often confusing and interpreted differently. For example, at about what supply are you expecting the Marauder push?"
2530,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,No offense @Jack but this seems largely argumentative.  Do you think you could rephrase it?
2531,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"This has been tagged Civ-4, that seems to be the wrong game. Was a different tag intended?"
2532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,How are your PC and PS3 connected to the network (i.e. wirelessly or via ethernet)?
2533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Flying is fun! What more do you need?
2534,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"This sounds like an open ended hardware request, which is likely to get your question closed. Can you make your question any more specific?"
2535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"@Juan yeah, i figured it was something like that. Where is this magical chat room anyway?"
2536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"with ships, the fortify until healed option doesn't show up unless you're in your own territory. Have you put the bomber in your territory or in one of your cities and then tried to heal it?"
2537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,I have never heard of a smart switch and have wired several homes.  Do you have any examples or links?
2538,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"I think I misunderstood.  Is the peak perpendicular to the garage door, or parallel?"
2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,It could be a blockage. Does it drain ok?
2540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"One side question: It sounds like your yard slopes towards your house. Assuming you don't already have any water problems, could adding a deck (which could trap some of the moisture) cause a problem?"
2541,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,I've never heard of either of those.  What country are you in?
2542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,A photo might help. Into what does the vent screw?
2543,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,It's going to depend (to a large degree I would have thought) on the climate. Where are you?
2544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"""glug glug glug"" sounds like no air behind water. Have you checked the vents on the roof?"
2545,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Great question, I'm really curious about that also. Any mechanical engineer types out there got a good explanation?"
2546,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fire rating is usually measured in minutes.  Do you have an idea of how long you want to contain a fire?
2547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,What happens if you put water into the drain pipe without the dishwasher installed. Does it drain?
2548,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,the screw supposed to fasten the lever. can you send a couple of pictures?
2549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Posters are assuming you live in North America. Is this a valid assumption?
2550,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,We don't have master switches for stoves in the US. Could you explain how this works?
2551,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,'prefab' really isn't a particular architectural style...it's a manufacturing process. Can you post a picture?
2552,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Soap on porous clay sounds like a good way to make your water taste like... soap. Perhaps consider disinfecting with a bleach solution instead?
2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Any chance the wire between the switch and the ceiling is 2000ft. long? ;p
2554,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Your top picture shows two white plastic tabs with the one on the right looking like it is not engaged and pushed into the frig.  Possibly this needs to be pulled forward to allow the compression fitting to sit properly (or maybe it is an indicator of shipment damage??).
2555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"Sounds like the dimmer has some type of protection circuitry that is tripping. Do you know the model number, or make/model?"
2556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Take a look **[here](http://diy.stackexchange.com/questions/7908/what-resources-can-teach-me-to-draw-floor-plans-by-hand/7911#7911)**. Is that the kind of thing you're after?
2557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,That's impossible to say without knowing your reason to consider a change. What are you looking for?
2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"And then in addition to image tags and metadata, Lightroom stores a history of *edits* such as color tweaks, crops, and all that.  Where are those stored?"
2559,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Definitely not, mainly because no such lens exists. Did you mean EF 70-200 f/4 L or EF-S 18-200 f/3.5-5.6?"
2560,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"I find it interesting claim that when using film, size gives any other advantage than resolution. If the emulsion is the same, how can it have more dynamic range?"
2561,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,"Also, it would be helpful if you told us more about what you're trying to do. What kind of manipulations are you hoping to accomplish?"
2562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"Ditto ""look professional"". What does that mean to you, exactly?"
2563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"As it is currently worded, this question is pretty broad. Could you provide more specific information about what kind of portrait shots you are hoping to take?"
2564,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Speaking of, I stared at the moon last night and didn't see anything special. What was I supposed to see?"
2565,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,"Assuming for the moment that it's NOT a bug, it does make me think we could 'reverse engineer' the purposes of the different colors by shooting some test shots. What happens if you manually select a focus point, for example?"
2566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"Better is entirely subjective with nothing more specific. What do you photograph, what are your priorities?"
2567,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"I just tried an empty field in Lightroom 3, and it seems to be working as you & I would expect: all photos without a setting on that field are being included. Is there a chance some other setting on your collection is tripping it up?"
2568,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,a bit late I know but I just saw this question. Shouldn't it be on http://www.superuser.com ?
2569,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,I like your question.  Can you tell us where you plan to post the results?
2570,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,"Hah, yea I know, there isn't a good option.  The aversion is fallout from all those 'Can somebody suggest a good walk around lens?'"
2571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"At $400, it's too pricey to recommend. Have you considered a strobist based kit in conjunction with ebay triggers?"
2572,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Major grammar reconstruction from @chills42 and myself. Maybe it's a clearer question now?
2573,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,@martin.malek — I've edited the title. Does that accurately reflect what you're looking for?
2574,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"I haven't used photoshop in ages, but that seems quite large. Do you mean the size of the files on disk, or do you mean the memory footprint of the file when you're working with it?"
